,YEAR,MONTH,LATITUDE,LONGITUDE,N_MOUNT_PLEASANT,N_GRANDVIEW-WOODLAND,N_CENTRAL_BUSINESS_DISTRICT,N_WEST_END,N_RENFREW-COLLINGWOOD,N_FAIRVIEW,N_VICTORIA-FRASERVIEW,N_KILLARNEY,N_HASTINGS-SUNRISE,N_KITSILANO,N_KENSINGTON-CEDAR_COTTAGE,N_MARPOLE,N_WEST_POINT_GREY,N_STRATHCONA,N_DUNBAR-SOUTHLANDS,N_SHAUGHNESSY,N_OAKRIDGE,N_RILEY_PARK,N_SOUTH_CAMBIE,N_SUNSET,N_STANLEY_PARK,N_KERRISDALE,N_ARBUTUS_RIDGE,N_MUSQUEAM,G_50M,G_100M,H_ADULT,H_MEN,H_WOMEN_FAM,H_YOUTH,P_AVG5,P_AVG10,S_WATERFRONT,S_BURRARD,S_GRANVILLE,S_STADIUM-CHINATOWN,S_MAIN_ST.-SCIENCE_WORLD,S_BROADWAY,S_NANAIMO,S_29TH_AVENUE,S_JOYCE-COLLINGWOOD,S_RUPERT,S_RENFREW,S_COMMERCIAL_DRIVE,S_VCC-CLARK,S_WATERFRONT,S_VANCOUVER_CITY_CENTRE,S_YALETOWN-ROUNDHOUSE,S_OLYMPIC_VILLAGE,S_BROADWAY-CITY_HALL,S_KING_EDWARD,S_OAKRIDGE-41st._AVE.,S_LANGARA-49th_AVE.,S_MARINE_DRIVE,S_DISTANCE,SL_50M,MEAN_TEMP_C,MIN_TEMP_C,MAX_TEMP_C,TOTAL_PERCIP_MM
191973,2007,10,49.233623902,-123.133306802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3767.15004236,5088.46721992,4643.65369698,4673.63552917,1121200.0,1066400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1257.59721451,4,10.0372549,7.396153846,12.60392157,188.4
192201,2007,4,49.2110738088,-123.102452473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5706.74558636,7472.31603826,7341.98401499,7362.29270635,1165740.0,952170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1078.57115217,12,9.003389831,5.666666667,12.30847458,170.8
192572,2007,2,49.2882786393,-123.120749629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,829.926496267,1243.98932967,1522.567276,1096.01843864,5067009.38596,4649304.69298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.85305775,5,5.571875,2.878125,8.209375,252.4
192639,2007,7,49.2255265231,-123.096424156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4151.2593907,5963.58098946,5943.04822451,5958.81705996,522000.0,524900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1452.72660586,4,19.08870968,14.97258065,23.15483871,126.2
192840,2007,9,49.2845991981,-123.1248483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,332.073449932,1048.91156872,1059.12856831,599.245676947,11067400.0,13068400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.454798763,13,14.45,10.965,17.88833333,147.2
192932,2007,5,49.2827609805,-123.117618193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,342.053314948,589.451427408,1073.51159033,821.107198184,54751022.8774,39056911.4387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.569194883,24,12.77096774,8.706451613,16.77741935,108.2
193196,2007,5,49.2180580276,-123.02582927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6495.35022774,8536.42596764,9708.68848601,9706.78763298,247800.0,240200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.15197108,2,12.77096774,8.706451613,16.77741935,108.2
193231,2007,12,49.2829976344,-123.115464823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,154,193.261705182,583.328936393,1195.51301659,974.745287511,5009800.0,4122000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.673546644,15,3.719672131,1.479032258,5.980327869,458.2
193604,2007,6,49.2834164982,-123.1128644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,190,106.697750297,645.971139449,1363.01822027,1167.49973773,391200.0,1692100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.527588979,16,15.36458333,10.97254902,19.2,130.2
194206,2007,9,49.2594442981,-123.1150128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,739.863728757,2037.54929082,1943.08277388,1956.51764337,842220.0,1129410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,370.633408226,10,14.45,10.965,17.88833333,147.2
194348,2007,5,49.284413011,-123.113324771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,219.182499214,748.33982069,1416.85156208,1182.60906023,4563424.60317,3271812.30159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.329691464,14,12.77096774,8.706451613,16.77741935,108.2
195660,2007,11,49.2793044881,-123.133916255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,614.709967685,1393.26164581,699.26736629,446.499762278,2744000.0,2037634.86957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.37303963,2,5.789795918,2.971428571,8.555102041,200.9
195755,2007,1,49.2859102087,-123.126969816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,461.118005825,1260.98405081,1196.50372507,707.979882061,1602900.0,6113500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.111679944,16,3.287096774,0.858064516,5.677419355,505.4
195908,2007,5,49.2307744742,-123.152334568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4875.70954453,5893.45027682,5276.63818751,5311.52268399,1011000.0,1060500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2660.23118307,2,12.77096774,8.706451613,16.77741935,108.2
196232,2007,9,49.2622421883,-123.117690025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,646.04890909,1738.1553809,1578.49561961,1592.87208828,11072559.6347,6561419.14319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,219.744450864,3,14.45,10.965,17.88833333,147.2
196244,2007,8,49.2869377471,-123.128543232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,594.794864526,1422.71170087,1317.47282758,821.536111109,1115800.0,3365000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.956766337,12,17.98852459,13.82622951,22.09344262,24.4
197044,2007,3,49.2727763982,-123.1001035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,144.580930888,1031.90836715,1953.28801271,1931.24242435,5073846.66667,3479539.67136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7584302308,15,7.340322581,4.706451613,9.932258065,546.6
198152,2007,6,49.2699077342,-123.139420743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1623.26364941,1985.97606986,1094.28050042,1131.08785738,463214.285714,433507.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.54153036,2,15.36458333,10.97254902,19.2,130.2
198465,2007,6,49.2722669117,-123.096226907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,239.756135334,1134.22920419,2240.54255591,2218.71354708,709435.348837,2245117.67442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.454325835,6,15.36458333,10.97254902,19.2,130.2
199681,2007,5,49.2650196836,-123.174699299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3980.86537982,4575.90205286,3670.56091431,3703.95690466,717200.0,752600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3981.19473669,4,12.77096774,8.706451613,16.77741935,108.2
199870,2007,12,49.2934143755,-123.138477252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565.19905057,2442.96622123,2204.31174999,1725.06693533,3609724.44444,2973371.63781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.82584872,6,3.719672131,1.479032258,5.980327869,458.2
200083,2007,7,49.2078070814,-123.091125738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6158.85573566,7970.80700387,7925.13730376,7942.47981078,4279200.0,3136755.71429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1900.38835033,4,19.08870968,14.97258065,23.15483871,126.2
200674,2007,8,49.2823898118,-123.103156935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,213,136.322892389,128.845439141,1892.60392711,1819.77867572,82400.0,152114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.977856432,12,17.98852459,13.82622951,22.09344262,24.4
200726,2007,4,49.2918062242,-123.142477699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1617.63952941,2541.69842845,2179.01240531,1730.36396758,6187157.69231,5438823.66097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.72421312,2,9.003389831,5.666666667,12.30847458,170.8
200969,2007,8,49.2809414838,-123.107127945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,204,103.895932171,435.343308171,1562.78009952,1511.34042781,1824600.0,3371327.08333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.432993601,14,17.98852459,13.82622951,22.09344262,24.4
201418,2007,6,49.2712451286,-123.183637546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4329.15431701,5053.26900892,4166.22004946,4167.74046348,684800.0,724100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4506.77693606,3,15.36458333,10.97254902,19.2,130.2
201452,2007,2,49.2560373632,-123.127196135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1619.27478072,2576.48867025,2126.27532613,2154.22525101,2100400.0,1434775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1156.22127487,7,5.571875,2.878125,8.209375,252.4
201553,2007,3,49.2134998925,-123.152693807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6413.51984576,7658.31268282,7113.19608094,7146.56759404,1377800.0,1393400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2632.49532501,3,7.340322581,4.706451613,9.932258065,546.6
201660,2007,1,49.2664743536,-123.160041657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2984.01213616,3515.96200059,2611.43882726,2645.96135415,457600.0,634400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.74620866,4,3.287096774,0.858064516,5.677419355,505.4
201974,2007,3,49.2812205981,-123.108459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,342,86.6040350291,521.470870421,1488.87175105,1418.70753854,2448980.0,1748270.83333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.575834222,9,7.340322581,4.706451613,9.932258065,546.6
202010,2007,10,49.2190832378,-123.091296886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4926.09358583,6748.97557299,6747.51920866,6762.86030846,222197.777778,300798.888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1995.92205465,10,10.0372549,7.396153846,12.60392157,188.4
202133,2007,10,49.2126891283,-123.088225249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5669.08115515,7493.71476026,7490.48474784,7506.11524494,437800.0,447800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2130.58030631,5,10.0372549,7.396153846,12.60392157,188.4
202343,2007,8,49.2789062779,-123.131022751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,466.06736443,1179.01865343,522.705817524,246.234021619,2927467.5,1912660.3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,834.8557742,3,17.98852459,13.82622951,22.09344262,24.4
203595,2007,4,49.2859730981,-123.1269581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,468.001410221,1265.42709184,1203.483368,715.021224159,1602900.0,6113500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.383766989,17,9.003389831,5.666666667,12.30847458,170.8
204063,2007,4,49.2684376458,-123.044173223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1693.47103678,3719.71505319,6051.87067528,6029.28042686,1053000.0,876400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.72710911,8,9.003389831,5.666666667,12.30847458,170.8
204624,2007,5,49.2825394607,-123.118142493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,378.648437004,580.649070561,1030.72305688,776.078706981,56126200.0,38183011.4387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.10363831,30,12.77096774,8.706451613,16.77741935,108.2
204625,2007,5,49.2825394607,-123.118142493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,378.648437004,580.649070561,1030.72305688,776.078706981,56126200.0,38183011.4387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.10363831,30,12.77096774,8.706451613,16.77741935,108.2
205076,2007,8,49.2596292981,-123.0775712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,1194.2825152,2659.36333811,3970.4776018,3958.9068005,571200.0,476100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.952403954,11,17.98852459,13.82622951,22.09344262,24.4
205389,2007,2,49.2632547095,-123.119992158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,686.671745711,1655.54699223,1410.43200268,1427.42490847,1899600.0,2979340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,382.970243654,13,5.571875,2.878125,8.209375,252.4
205490,2007,12,49.2833350801,-123.112899311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187,97.5463675734,636.574564208,1355.04680157,1161.84128316,2442200.0,1692100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.19919663,17,3.719672131,1.479032258,5.980327869,458.2
205837,2007,5,49.2638359981,-123.2091206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,73,6344.39850501,7028.69586355,6128.98543245,6160.29555632,1224200.0,1677740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.37286778,11,12.77096774,8.706451613,16.77741935,108.2
206077,2007,8,49.2326856389,-123.066611963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,4086.09791999,5750.76989827,6437.46897935,6439.81266989,586600.0,564900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.72153013,10,17.98852459,13.82622951,22.09344262,24.4
206123,2007,8,49.2871357982,-123.1253302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,600.056219794,1288.61676154,1336.35966652,860.605749732,8260664.24242,4301254.21247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.806597277,15,17.98852459,13.82622951,22.09344262,24.4
206314,2007,7,49.2813909039,-123.077516838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,170,870.810732782,981.455133406,3645.25032287,3614.35666029,766200.0,782200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.99527401,13,19.08870968,14.97258065,23.15483871,126.2
206582,2007,6,49.2643313681,-123.023783692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227.90962949,5265.09191271,7585.80680503,7564.29541193,1729559.48718,1501779.74359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.310133436,2,15.36458333,10.97254902,19.2,130.2
206773,2007,5,49.2856011982,-123.1193916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,585.247210295,930.419424777,1277.82985636,907.730835614,40420600.0,29495310.3077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1318040889,10,12.77096774,8.706451613,16.77741935,108.2
206912,2007,11,49.2553396902,-123.153210702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3238.62571824,3740.21446936,2929.00551585,2966.86252964,785400.0,855500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2842.69387376,8,5.789795918,2.971428571,8.555102041,200.9
207165,2007,2,49.2637249803,-123.144691495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,2378.83544538,2671.0296797,1824.8513955,1862.72212337,6648876.875,4712590.26849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.92392327,6,5.571875,2.878125,8.209375,252.4
207175,2007,3,49.2318020257,-123.156364984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,11,5005.50599179,5935.98190659,5282.9083365,5318.61077203,1078800.0,2592900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2942.6660832,7,7.340322581,4.706451613,9.932258065,546.6
208026,2007,6,49.2786451982,-123.1076411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.434232446,538.136828425,1440.0834288,1407.581544,13826723.2829,11513561.6415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.647365705,14,15.36458333,10.97254902,19.2,130.2
208630,2007,3,49.2596666128,-123.126084831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1281.56329461,2170.81143425,1722.92025281,1749.7913447,1747116.69173,1502658.34586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,892.315839721,5,7.340322581,4.706451613,9.932258065,546.6
209090,2007,5,49.2256328304,-123.102982749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4087.55394498,5862.56001121,5771.70219162,5790.04714063,484600.0,493400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,975.453256027,3,12.77096774,8.706451613,16.77741935,108.2
209118,2007,7,49.2595235981,-123.0620702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1200.37426616,3256.63252309,5014.53096915,4999.51835442,1051400.0,765800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.742472378,8,19.08870968,14.97258065,23.15483871,126.2
209259,2007,4,49.2810950222,-123.134580244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,602.621447106,1478.13694444,874.971681384,522.262158426,2096000.0,2103354.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.19943167,5,9.003389831,5.666666667,12.30847458,170.8
209523,2007,3,49.2811289035,-123.116230717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,281.421396323,386.19943983,1010.85964211,859.011919014,5069800.0,6202600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.150916917,15,7.340322581,4.706451613,9.932258065,546.6
209947,2007,4,49.2690917778,-123.160299491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2844.26495619,3440.73925437,2536.43494678,2569.05686426,1467210.6309,1607605.31545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2855.94206679,4,9.003389831,5.666666667,12.30847458,170.8
210190,2007,8,49.2740391543,-123.11640617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.5915521,428.371556214,759.149311051,738.399009269,268800.0,443700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400.696315021,8,17.98852459,13.82622951,22.09344262,24.4
