STREET_NAME,STREET_NUMBER,YEAR,VALUE
13TH AVE E,1775.0,2015.0,522000.0
13TH AVE E,1777.0,2015.0,522000.0
13TH AVE E,1779.0,2015.0,825000.0
13TH AVE E,1784.0,2015.0,815000.0
13TH AVE E,1787.0,2015.0,825000.0
13TH AVE E,1804.0,2015.0,815000.0
13TH AVE E,1807.0,2015.0,521000.0
13TH AVE E,1808.0,2015.0,515000.0
13TH AVE E,1809.0,2015.0,521000.0
13TH AVE E,1810.0,2015.0,515000.0
13TH AVE E,1811.0,2015.0,521000.0
13TH AVE E,1813.0,2015.0,521000.0
13TH AVE E,1816.0,2015.0,515000.0
13TH AVE E,1817.0,2015.0,825000.0
13TH AVE E,1818.0,2015.0,515000.0
13TH AVE E,1824.0,2015.0,815000.0
13TH AVE E,1827.0,2015.0,825000.0
13TH AVE E,1828.0,2015.0,515000.0
13TH AVE E,1830.0,2015.0,515000.0
13TH AVE E,1833.0,2015.0,542000.0
13TH AVE E,1835.0,2015.0,500000.0
13TH AVE E,1836.0,2015.0,704000.0
13TH AVE E,1839.0,2015.0,815000.0
13TH AVE E,1840.0,2015.0,704000.0
13TH AVE E,1846.0,2015.0,704000.0
13TH AVE E,1849.0,2015.0,825000.0
13TH AVE E,1850.0,2015.0,704000.0
13TH AVE E,1851.0,2015.0,515000.0
13TH AVE E,1853.0,2015.0,515000.0
13TH AVE E,1856.0,2015.0,815000.0
13TH AVE E,1885.0,2015.0,381000.0
13TH AVE E,1903.0,2015.0,393000.0
13TH AVE E,1930.0,2015.0,875000.0
13TH AVE E,1937.0,2015.0,875000.0
13TH AVE E,1938.0,2015.0,875000.0
13TH AVE E,1945.0,2015.0,875000.0
13TH AVE E,1950.0,2015.0,875000.0
13TH AVE E,1956.0,2015.0,875000.0
13TH AVE E,1957.0,2015.0,875000.0
13TH AVE E,1967.0,2015.0,875000.0
13TH AVE E,1977.0,2015.0,875000.0
13TH AVE E,1978.0,2015.0,875000.0
13TH AVE E,1986.0,2015.0,875000.0
13TH AVE E,1987.0,2015.0,875000.0
13TH AVE E,1988.0,2015.0,817000.0
13TH AVE E,1989.0,2015.0,817000.0
13TH AVE E,1998.0,2015.0,817000.0
13TH AVE E,1999.0,2015.0,817000.0
13TH AVE E,2002.0,2015.0,875000.0
13TH AVE E,2005.0,2015.0,875000.0
13TH AVE E,2010.0,2015.0,875000.0
13TH AVE E,2015.0,2015.0,875000.0
13TH AVE E,2016.0,2015.0,875000.0
13TH AVE E,2017.0,2015.0,875000.0
13TH AVE E,2023.0,2015.0,875000.0
13TH AVE E,2024.0,2015.0,875000.0
13TH AVE E,2029.0,2015.0,875000.0
13TH AVE E,2030.0,2015.0,875000.0
13TH AVE E,2038.0,2015.0,875000.0
13TH AVE E,2039.0,2015.0,875000.0
13TH AVE E,2044.0,2015.0,875000.0
13TH AVE E,2047.0,2015.0,875000.0
13TH AVE E,2050.0,2015.0,875000.0
13TH AVE E,2055.0,2015.0,875000.0
13TH AVE E,2056.0,2015.0,875000.0
13TH AVE E,2059.0,2015.0,875000.0
13TH AVE E,2063.0,2015.0,875000.0
13TH AVE E,2068.0,2015.0,875000.0
13TH AVE E,2079.0,2015.0,875000.0
13TH AVE E,2082.0,2015.0,875000.0
13TH AVE E,2092.0,2015.0,875000.0
13TH AVE E,2112.0,2015.0,875000.0
13TH AVE E,2115.0,2015.0,932000.0
13TH AVE E,2118.0,2015.0,875000.0
13TH AVE E,2127.0,2015.0,980000.0
13TH AVE E,2128.0,2015.0,875000.0
13TH AVE E,2136.0,2015.0,875000.0
13TH AVE E,2137.0,2015.0,979000.0
13TH AVE E,2140.0,2015.0,875000.0
13TH AVE E,2142.0,2015.0,875000.0
13TH AVE E,2149.0,2015.0,979000.0
13TH AVE E,2150.0,2015.0,875000.0
13TH AVE E,2156.0,2015.0,875000.0
13TH AVE E,2159.0,2015.0,979000.0
13TH AVE E,2168.0,2015.0,875000.0
13TH AVE E,2171.0,2015.0,783000.0
13TH AVE E,2181.0,2015.0,783000.0
13TH AVE E,2182.0,2015.0,875000.0
13TH AVE E,2192.0,2015.0,875000.0
13TH AVE W,5.0,2015.0,953000.0
13TH AVE W,14.0,2015.0,1352000.0
13TH AVE W,15.0,2015.0,953000.0
13TH AVE W,16.0,2015.0,1352000.0
13TH AVE W,17.0,2015.0,953000.0
13TH AVE W,21.0,2015.0,1869000.0
13TH AVE W,30.0,2015.0,1900000.0
13TH AVE W,35.0,2015.0,936000.0
13TH AVE W,36.0,2015.0,460000.0
13TH AVE W,37.0,2015.0,974000.0
13TH AVE W,42.0,2015.0,495500.0
13TH AVE W,43.0,2015.0,519000.0
13TH AVE W,44.0,2015.0,506000.0
13TH AVE W,45.0,2015.0,499000.0
13TH AVE W,46.0,2015.0,514000.0
13TH AVE W,47.0,2015.0,376000.0
13TH AVE W,48.0,2015.0,400000.0
13TH AVE W,49.0,2015.0,492000.0
13TH AVE W,50.0,2015.0,427000.0
13TH AVE W,52.0,2015.0,1245000.0
13TH AVE W,53.0,2015.0,624000.0
13TH AVE W,55.0,2015.0,594000.0
13TH AVE W,57.0,2015.0,625000.0
13TH AVE W,58.0,2015.0,1245000.0
13TH AVE W,61.0,2015.0,509000.0
13TH AVE W,63.0,2015.0,621000.0
13TH AVE W,65.0,2015.0,657000.0
13TH AVE W,75.0,2015.0,762000.0
13TH AVE W,100.0,2015.0,1481000.0
13TH AVE W,108.0,2015.0,628000.0
13TH AVE W,110.0,2015.0,627000.0
13TH AVE W,112.0,2015.0,493000.0
13TH AVE W,115.0,2015.0,1897000.0
13TH AVE W,117.0,2015.0,1454000.0
13TH AVE W,118.0,2015.0,1634000.0
13TH AVE W,119.0,2015.0,1454000.0
13TH AVE W,123.0,2015.0,1454000.0
13TH AVE W,124.0,2015.0,1633000.0
13TH AVE W,127.0,2015.0,1454000.0
13TH AVE W,128.0,2015.0,1911000.0
13TH AVE W,131.0,2015.0,1454000.0
13TH AVE W,134.0,2015.0,620000.0
13TH AVE W,135.0,2015.0,1911000.0
13TH AVE W,136.0,2015.0,741000.0
13TH AVE W,138.0,2015.0,685000.0
13TH AVE W,139.0,2015.0,516000.0
13TH AVE W,141.0,2015.0,440000.0
13TH AVE W,142.0,2015.0,555000.0
13TH AVE W,143.0,2015.0,489000.0
13TH AVE W,146.0,2015.0,599333.333333
13TH AVE W,147.0,2015.0,501000.0
13TH AVE W,148.0,2015.0,476000.0
13TH AVE W,149.0,2015.0,366400.0
13TH AVE W,150.0,2015.0,277500.0
13TH AVE W,152.0,2015.0,302500.0
13TH AVE W,156.0,2015.0,612000.0
13TH AVE W,157.0,2015.0,683000.0
13TH AVE W,158.0,2015.0,528000.0
13TH AVE W,159.0,2015.0,520000.0
13TH AVE W,161.0,2015.0,604000.0
13TH AVE W,162.0,2015.0,468000.0
13TH AVE W,163.0,2015.0,641000.0
13TH AVE W,164.0,2015.0,473000.0
13TH AVE W,166.0,2015.0,470000.0
13TH AVE W,168.0,2015.0,372000.0
13TH AVE W,181.0,2015.0,438000.0
13TH AVE W,183.0,2015.0,445000.0
13TH AVE W,185.0,2015.0,447000.0
13TH AVE W,187.0,2015.0,401000.0
13TH AVE W,193.0,2015.0,586000.0
13TH AVE W,195.0,2015.0,578000.0
13TH AVE W,196.0,2015.0,565000.0
13TH AVE W,202.0,2015.0,485000.0
13TH AVE W,206.0,2015.0,709000.0
13TH AVE W,207.0,2015.0,749000.0
13TH AVE W,208.0,2015.0,724000.0
13TH AVE W,211.0,2015.0,1906000.0
13TH AVE W,216.0,2015.0,1413000.0
13TH AVE W,223.0,2015.0,1948000.0
13TH AVE W,224.0,2015.0,1640000.0
13TH AVE W,233.0,2015.0,1948000.0
13TH AVE W,234.0,2015.0,1640000.0
13TH AVE W,246.0,2015.0,1640000.0
13TH AVE W,281.0,2015.0,695000.0
13TH AVE W,292.0,2015.0,1727000.0
13TH AVE W,305.0,2015.0,1567000.0
13TH AVE W,306.0,2015.0,1727000.0
13TH AVE W,314.0,2015.0,1640000.0
13TH AVE W,315.0,2015.0,288000.0
13TH AVE W,317.0,2015.0,319000.0
13TH AVE W,319.0,2015.0,323000.0
13TH AVE W,321.0,2015.0,233000.0
13TH AVE W,323.0,2015.0,310000.0
13TH AVE W,325.0,2015.0,1948000.0
13TH AVE W,326.0,2015.0,1640000.0
13TH AVE W,335.0,2015.0,359166.666667
13TH AVE W,340.0,2015.0,1640000.0
13TH AVE W,345.0,2015.0,1948000.0
13TH AVE W,356.0,2015.0,1640000.0
13TH AVE W,368.0,2015.0,1640000.0
13TH AVE W,386.0,2015.0,1640000.0
13TH AVE W,387.0,2015.0,1948000.0
13TH AVE W,396.0,2015.0,325000.0
13TH AVE W,398.0,2015.0,684000.0
13TH AVE W,405.0,2015.0,558000.0
13TH AVE W,406.0,2015.0,1715000.0
13TH AVE W,416.0,2015.0,1629000.0
13TH AVE W,425.0,2015.0,1934000.0
13TH AVE W,426.0,2015.0,787000.0
13TH AVE W,428.0,2015.0,962000.0
13TH AVE W,435.0,2015.0,1934000.0
13TH AVE W,436.0,2015.0,702000.0
13TH AVE W,438.0,2015.0,668000.0
13TH AVE W,440.0,2015.0,328000.0
13TH AVE W,445.0,2015.0,1934000.0
13TH AVE W,446.0,2015.0,1629000.0
13TH AVE W,455.0,2015.0,1934000.0
13TH AVE W,456.0,2015.0,1456000.0
13TH AVE W,464.0,2015.0,2055000.0
13TH AVE W,465.0,2015.0,1741000.0
13TH AVE W,510.0,2015.0,5352000.0
13TH AVE W,525.0,2015.0,10625000.0
13TH AVE W,526.0,2015.0,236312.5
13TH AVE W,541.0,2015.0,1875000.0
13TH AVE W,546.0,2015.0,5428000.0
13TH AVE W,575.0,2015.0,235277.777778
13TH AVE W,611.0,2015.0,330769.230769
13TH AVE W,628.0,2015.0,293705.882353
13TH AVE W,655.0,2015.0,288000.0
13TH AVE W,656.0,2015.0,926250.0
13TH AVE W,660.0,2015.0,1692000.0
13TH AVE W,663.0,2015.0,4531000.0
13TH AVE W,670.0,2015.0,1690000.0
13TH AVE W,682.0,2015.0,893000.0
13TH AVE W,688.0,2015.0,697000.0
13TH AVE W,692.0,2015.0,699000.0
13TH AVE W,698.0,2015.0,780000.0
13TH AVE W,706.0,2015.0,36224000.0
13TH AVE W,795.0,2015.0,7001000.0
13TH AVE W,816.0,2015.0,917000.0
13TH AVE W,818.0,2015.0,1121000.0
13TH AVE W,826.0,2015.0,979000.0
13TH AVE W,828.0,2015.0,1060000.0
13TH AVE W,834.0,2015.0,1060000.0
13TH AVE W,836.0,2015.0,979000.0
13TH AVE W,844.0,2015.0,1052000.0
13TH AVE W,846.0,2015.0,1095000.0
13TH AVE W,856.0,2015.0,1142000.0
13TH AVE W,860.0,2015.0,897000.0
13TH AVE W,888.0,2015.0,272285.714286
13TH AVE W,889.0,2015.0,12249000.0
13TH AVE W,896.0,2015.0,2265000.0
13TH AVE W,902.0,2015.0,607000.0
13TH AVE W,906.0,2015.0,582000.0
13TH AVE W,908.0,2015.0,582000.0
13TH AVE W,910.0,2015.0,582000.0
13TH AVE W,912.0,2015.0,582000.0
13TH AVE W,916.0,2015.0,584000.0
13TH AVE W,918.0,2015.0,605000.0
13TH AVE W,919.0,2015.0,7734000.0
13TH AVE W,920.0,2015.0,599000.0
13TH AVE W,922.0,2015.0,582000.0
13TH AVE W,926.0,2015.0,582000.0
13TH AVE W,928.0,2015.0,584000.0
13TH AVE W,930.0,2015.0,584000.0
13TH AVE W,932.0,2015.0,607000.0
13TH AVE W,941.0,2015.0,7734000.0
13TH AVE W,960.0,2015.0,491631.578947
13TH AVE W,975.0,2015.0,207742.857143
13TH AVE W,1015.0,2015.0,1604000.0
13TH AVE W,1016.0,2015.0,1687000.0
13TH AVE W,1025.0,2015.0,1875000.0
13TH AVE W,1026.0,2015.0,1875000.0
13TH AVE W,1035.0,2015.0,365000.0
13TH AVE W,1045.0,2015.0,1875000.0
13TH AVE W,1046.0,2015.0,4687000.0
13TH AVE W,1055.0,2015.0,258777.777778
13TH AVE W,1056.0,2015.0,1875000.0
13TH AVE W,1066.0,2015.0,223944.444444
13TH AVE W,1075.0,2015.0,328900.0
13TH AVE W,1089.0,2015.0,293333.333333
13TH AVE W,1126.0,2015.0,1875000.0
13TH AVE W,1130.0,2015.0,420200.0
13TH AVE W,1135.0,2015.0,1875000.0
13TH AVE W,1150.0,2015.0,4218000.0
13TH AVE W,1160.0,2015.0,4687000.0
13TH AVE W,1165.0,2015.0,10093000.0
13TH AVE W,1195.0,2015.0,5328000.0
13TH AVE W,1215.0,2015.0,4687000.0
13TH AVE W,1220.0,2015.0,10571000.0
13TH AVE W,1225.0,2015.0,1875000.0
13TH AVE W,1235.0,2015.0,1875000.0
13TH AVE W,1265.0,2015.0,10625000.0
13TH AVE W,1266.0,2015.0,304885.714286
13TH AVE W,1290.0,2015.0,4687000.0
13TH AVE W,1305.0,2015.0,4687000.0
13TH AVE W,1310.0,2015.0,4687000.0
13TH AVE W,1325.0,2015.0,1968000.0
13TH AVE W,1326.0,2015.0,4687000.0
13TH AVE W,1345.0,2015.0,4687000.0
13TH AVE W,1346.0,2015.0,1875000.0
13TH AVE W,1355.0,2015.0,1875000.0
13TH AVE W,1356.0,2015.0,393250.0
13TH AVE W,1366.0,2015.0,339083.333333
13TH AVE W,1371.0,2015.0,4687000.0
13TH AVE W,1386.0,2015.0,1875000.0
13TH AVE W,1395.0,2015.0,4687000.0
13TH AVE W,1410.0,2015.0,4687000.0
13TH AVE W,1430.0,2015.0,4687000.0
13TH AVE W,1445.0,2015.0,10625000.0
13TH AVE W,1446.0,2015.0,1875000.0
13TH AVE W,1452.0,2015.0,1875000.0
13TH AVE W,1466.0,2015.0,2916000.0
13TH AVE W,1485.0,2015.0,2929000.0
13TH AVE W,1520.0,2015.0,6641000.0
13TH AVE W,1530.0,2015.0,2929000.0
13TH AVE W,1535.0,2015.0,2929000.0
13TH AVE W,1540.0,2015.0,1875000.0
13TH AVE W,1545.0,2015.0,310800.0
13TH AVE W,1555.0,2015.0,1875000.0
13TH AVE W,1556.0,2015.0,1875000.0
13TH AVE W,1560.0,2015.0,1875000.0
13TH AVE W,1565.0,2015.0,1875000.0
13TH AVE W,1566.0,2015.0,414259.259259
13TH AVE W,1575.0,2015.0,200000.0
13TH AVE W,1585.0,2015.0,1953000.0
13TH AVE W,1616.0,2015.0,248750.0
13TH AVE W,1625.0,2015.0,18593000.0
13TH AVE W,1650.0,2015.0,13281000.0
13TH AVE W,1685.0,2015.0,7734000.0
13TH AVE W,1686.0,2015.0,229736.842105
13TH AVE W,1710.0,2015.0,348714.285714
13TH AVE W,1717.0,2015.0,237844.444444
13TH AVE W,1750.0,2015.0,10625000.0
13TH AVE W,1777.0,2015.0,357439.02439
13TH AVE W,1788.0,2015.0,677909.090909
13TH AVE W,1795.0,2015.0,1687000.0
13TH AVE W,1804.0,2015.0,1696000.0
13TH AVE W,1805.0,2015.0,1701000.0
13TH AVE W,1812.0,2015.0,841000.0
13TH AVE W,1815.0,2015.0,2001000.0
13TH AVE W,1816.0,2015.0,528000.0
13TH AVE W,1818.0,2015.0,841000.0
13TH AVE W,1823.0,2015.0,487000.0
13TH AVE W,1825.0,2015.0,539000.0
13TH AVE W,1826.0,2015.0,1231000.0
13TH AVE W,1827.0,2015.0,446000.0
13TH AVE W,1828.0,2015.0,1231000.0
13TH AVE W,1829.0,2015.0,501000.0
13TH AVE W,1835.0,2015.0,1231000.0
13TH AVE W,1837.0,2015.0,1231000.0
13TH AVE W,1838.0,2015.0,2001000.0
13TH AVE W,1845.0,2015.0,2001000.0
13TH AVE W,1846.0,2015.0,1330000.0
13TH AVE W,1848.0,2015.0,1133000.0
13TH AVE W,1851.0,2015.0,722000.0
13TH AVE W,1853.0,2015.0,741000.0
13TH AVE W,1855.0,2015.0,769000.0
13TH AVE W,1856.0,2015.0,2001000.0
13TH AVE W,1859.0,2015.0,597000.0
13TH AVE W,1865.0,2015.0,655500.0
13TH AVE W,1866.0,2015.0,2001000.0
13TH AVE W,1869.0,2015.0,442000.0
13TH AVE W,1870.0,2015.0,2001000.0
13TH AVE W,1871.0,2015.0,819000.0
13TH AVE W,1875.0,2015.0,731000.0
13TH AVE W,1877.0,2015.0,600000.0
13TH AVE W,1881.0,2015.0,1132000.0
13TH AVE W,1885.0,2015.0,1231000.0
13TH AVE W,1886.0,2015.0,2001000.0
13TH AVE W,1887.0,2015.0,1231000.0
13TH AVE W,1891.0,2015.0,642000.0
13TH AVE W,1893.0,2015.0,577000.0
13TH AVE W,1894.0,2015.0,2001000.0
13TH AVE W,1895.0,2015.0,538000.0
13TH AVE W,1905.0,2015.0,2001000.0
13TH AVE W,1906.0,2015.0,523000.0
13TH AVE W,1908.0,2015.0,642000.0
13TH AVE W,1909.0,2015.0,734000.0
13TH AVE W,1913.0,2015.0,669000.0
13TH AVE W,1915.0,2015.0,710000.0
13TH AVE W,1916.0,2015.0,2001000.0
13TH AVE W,1919.0,2015.0,1280000.0
13TH AVE W,1924.0,2015.0,679000.0
13TH AVE W,1925.0,2015.0,1182000.0
13TH AVE W,1926.0,2015.0,484000.0
13TH AVE W,1928.0,2015.0,638000.0
13TH AVE W,1932.0,2015.0,2001000.0
13TH AVE W,1935.0,2015.0,1231000.0
13TH AVE W,1937.0,2015.0,1231000.0
13TH AVE W,1945.0,2015.0,2001000.0
13TH AVE W,1946.0,2015.0,2001000.0
13TH AVE W,1955.0,2015.0,510000.0
13TH AVE W,1956.0,2015.0,1196000.0
13TH AVE W,1957.0,2015.0,686000.0
13TH AVE W,1959.0,2015.0,664000.0
13TH AVE W,1960.0,2015.0,1295000.0
13TH AVE W,1961.0,2015.0,425000.0
13TH AVE W,1962.0,2015.0,703000.0
13TH AVE W,1963.0,2015.0,373000.0
13TH AVE W,1965.0,2015.0,1011000.0
13TH AVE W,1966.0,2015.0,1494000.0
13TH AVE W,1967.0,2015.0,978000.0
13TH AVE W,1969.0,2015.0,395000.0
13TH AVE W,1973.0,2015.0,534000.0
13TH AVE W,1975.0,2015.0,549000.0
13TH AVE W,1976.0,2015.0,1231000.0
13TH AVE W,1977.0,2015.0,515000.0
13TH AVE W,1978.0,2015.0,1231000.0
13TH AVE W,1979.0,2015.0,448000.0
13TH AVE W,1983.0,2015.0,673000.0
13TH AVE W,1985.0,2015.0,381000.0
13TH AVE W,1986.0,2015.0,2001000.0
13TH AVE W,1987.0,2015.0,649000.0
13TH AVE W,1989.0,2015.0,729000.0
13TH AVE W,1995.0,2015.0,1240000.0
13TH AVE W,1996.0,2015.0,2017000.0
13TH AVE W,2005.0,2015.0,685000.0
13TH AVE W,2006.0,2015.0,2001000.0
13TH AVE W,2007.0,2015.0,685000.0
13TH AVE W,2011.0,2015.0,626000.0
13TH AVE W,2014.0,2015.0,1280000.0
13TH AVE W,2015.0,2015.0,2001000.0
13TH AVE W,2016.0,2015.0,1182000.0
13TH AVE W,2023.0,2015.0,1172000.0
13TH AVE W,2024.0,2015.0,2001000.0
13TH AVE W,2029.0,2015.0,1172000.0
13TH AVE W,2035.0,2015.0,1149000.0
13TH AVE W,2036.0,2015.0,2001000.0
13TH AVE W,2037.0,2015.0,1256000.0
13TH AVE W,2045.0,2015.0,1102000.0
13TH AVE W,2046.0,2015.0,1280000.0
13TH AVE W,2048.0,2015.0,1182000.0
13TH AVE W,2049.0,2015.0,1243000.0
13TH AVE W,2054.0,2015.0,630000.0
13TH AVE W,2056.0,2015.0,677000.0
13TH AVE W,2057.0,2015.0,2001000.0
13TH AVE W,2058.0,2015.0,731000.0
13TH AVE W,2065.0,2015.0,597000.0
13TH AVE W,2066.0,2015.0,1801000.0
13TH AVE W,2067.0,2015.0,631000.0
13TH AVE W,2069.0,2015.0,646000.0
13TH AVE W,2075.0,2015.0,830000.0
13TH AVE W,2077.0,2015.0,781000.0
13TH AVE W,2104.0,2015.0,676000.0
13TH AVE W,2112.0,2015.0,1055000.0
13TH AVE W,2118.0,2015.0,1055000.0
13TH AVE W,2121.0,2015.0,938000.0
13TH AVE W,2125.0,2015.0,938000.0
13TH AVE W,2126.0,2015.0,1054000.0
13TH AVE W,2128.0,2015.0,1113000.0
13TH AVE W,2134.0,2015.0,1272000.0
13TH AVE W,2135.0,2015.0,996000.0
13TH AVE W,2137.0,2015.0,996000.0
13TH AVE W,2138.0,2015.0,1272000.0
13TH AVE W,2144.0,2015.0,1272000.0
13TH AVE W,2145.0,2015.0,996000.0
13TH AVE W,2148.0,2015.0,1272000.0
13TH AVE W,2151.0,2015.0,996000.0
13TH AVE W,2154.0,2015.0,1272000.0
13TH AVE W,2155.0,2015.0,1701000.0
13TH AVE W,2158.0,2015.0,1272000.0
13TH AVE W,2165.0,2015.0,1701000.0
13TH AVE W,2166.0,2015.0,1901000.0
13TH AVE W,2175.0,2015.0,1138000.0
13TH AVE W,2176.0,2015.0,1901000.0
13TH AVE W,2177.0,2015.0,1138000.0
13TH AVE W,2185.0,2015.0,937000.0
13TH AVE W,2186.0,2015.0,1172000.0
13TH AVE W,2187.0,2015.0,1056000.0
13TH AVE W,2188.0,2015.0,1172000.0
13TH AVE W,2195.0,2015.0,996000.0
13TH AVE W,2196.0,2015.0,1102000.0
13TH AVE W,2197.0,2015.0,996000.0
13TH AVE W,2204.0,2015.0,2001000.0
13TH AVE W,2205.0,2015.0,879000.0
13TH AVE W,2214.0,2015.0,1339000.0
13TH AVE W,2215.0,2015.0,1901000.0
13TH AVE W,2218.0,2015.0,1339000.0
13TH AVE W,2220.0,2015.0,1102000.0
13TH AVE W,2222.0,2015.0,1243000.0
13TH AVE W,2223.0,2015.0,396000.0
13TH AVE W,2225.0,2015.0,386000.0
13TH AVE W,2227.0,2015.0,488000.0
13TH AVE W,2229.0,2015.0,487000.0
13TH AVE W,2233.0,2015.0,641000.0
13TH AVE W,2235.0,2015.0,616000.0
13TH AVE W,2236.0,2015.0,2001000.0
13TH AVE W,2237.0,2015.0,431000.0
13TH AVE W,2245.0,2015.0,1901000.0
13TH AVE W,2246.0,2015.0,866000.0
13TH AVE W,2248.0,2015.0,938000.0
13TH AVE W,2250.0,2015.0,1563000.0
13TH AVE W,2255.0,2015.0,879000.0
13TH AVE W,2256.0,2015.0,866000.0
13TH AVE W,2257.0,2015.0,879000.0
13TH AVE W,2258.0,2015.0,938000.0
13TH AVE W,2261.0,2015.0,747000.0
13TH AVE W,2262.0,2015.0,1196000.0
13TH AVE W,2263.0,2015.0,506000.0
13TH AVE W,2265.0,2015.0,776000.0
13TH AVE W,2267.0,2015.0,1114000.0
13TH AVE W,2268.0,2015.0,1149000.0
13TH AVE W,2271.0,2015.0,1114000.0
13TH AVE W,2276.0,2015.0,2001000.0
13TH AVE W,2280.0,2015.0,771000.0
13TH AVE W,2283.0,2015.0,1092000.0
13TH AVE W,2285.0,2015.0,1136000.0
13TH AVE W,2286.0,2015.0,780000.0
13TH AVE W,2288.0,2015.0,691000.0
13TH AVE W,2292.0,2015.0,2001000.0
13TH AVE W,2293.0,2015.0,840000.0
13TH AVE W,2305.0,2015.0,1933000.0
13TH AVE W,2306.0,2015.0,1933000.0
13TH AVE W,2315.0,2015.0,1941000.0
13TH AVE W,2316.0,2015.0,1941000.0
13TH AVE W,2325.0,2015.0,1941000.0
13TH AVE W,2326.0,2015.0,1941000.0
13TH AVE W,2335.0,2015.0,1941000.0
13TH AVE W,2336.0,2015.0,1941000.0
13TH AVE W,2345.0,2015.0,1941000.0
13TH AVE W,2346.0,2015.0,1941000.0
13TH AVE W,2355.0,2015.0,1941000.0
13TH AVE W,2356.0,2015.0,1941000.0
13TH AVE W,2365.0,2015.0,1172000.0
13TH AVE W,2366.0,2015.0,1941000.0
13TH AVE W,2367.0,2015.0,1172000.0
13TH AVE W,2375.0,2015.0,1941000.0
13TH AVE W,2376.0,2015.0,1941000.0
13TH AVE W,2385.0,2015.0,1941000.0
13TH AVE W,2386.0,2015.0,1941000.0
13TH AVE W,2395.0,2015.0,1941000.0
13TH AVE W,2396.0,2015.0,1941000.0
13TH AVE W,2405.0,2015.0,1941000.0
13TH AVE W,2408.0,2015.0,1941000.0
13TH AVE W,2415.0,2015.0,1941000.0
13TH AVE W,2416.0,2015.0,1941000.0
13TH AVE W,2425.0,2015.0,1941000.0
13TH AVE W,2428.0,2015.0,1941000.0
13TH AVE W,2435.0,2015.0,1941000.0
13TH AVE W,2436.0,2015.0,1941000.0
13TH AVE W,2445.0,2015.0,1941000.0
13TH AVE W,2446.0,2015.0,1941000.0
13TH AVE W,2454.0,2015.0,1941000.0
13TH AVE W,2455.0,2015.0,1941000.0
13TH AVE W,2463.0,2015.0,1299000.0
13TH AVE W,2466.0,2015.0,1941000.0
13TH AVE W,2467.0,2015.0,1299000.0
13TH AVE W,2475.0,2015.0,1941000.0
13TH AVE W,2476.0,2015.0,1941000.0
13TH AVE W,2485.0,2015.0,1941000.0
13TH AVE W,2486.0,2015.0,1941000.0
13TH AVE W,2495.0,2015.0,1946000.0
13TH AVE W,2496.0,2015.0,1946000.0
13TH AVE W,2505.0,2015.0,1941000.0
13TH AVE W,2506.0,2015.0,1941000.0
13TH AVE W,2515.0,2015.0,1941000.0
13TH AVE W,2516.0,2015.0,1941000.0
13TH AVE W,2525.0,2015.0,1493000.0
13TH AVE W,2526.0,2015.0,1941000.0
13TH AVE W,2529.0,2015.0,1516000.0
13TH AVE W,2535.0,2015.0,1493000.0
13TH AVE W,2538.0,2015.0,1941000.0
13TH AVE W,2545.0,2015.0,1941000.0
13TH AVE W,2546.0,2015.0,1941000.0
13TH AVE W,2555.0,2015.0,1941000.0
13TH AVE W,2556.0,2015.0,1941000.0
13TH AVE W,2565.0,2015.0,1941000.0
13TH AVE W,2566.0,2015.0,1941000.0
13TH AVE W,2575.0,2015.0,1844000.0
13TH AVE W,2576.0,2015.0,1941000.0
13TH AVE W,2586.0,2015.0,1601000.0
13TH AVE W,2596.0,2015.0,1616000.0
13TH AVE W,2612.0,2015.0,1599000.0
13TH AVE W,2619.0,2015.0,1455000.0
13TH AVE W,2620.0,2015.0,1599000.0
13TH AVE W,2626.0,2015.0,1599000.0
13TH AVE W,2631.0,2015.0,1472000.0
13TH AVE W,2632.0,2015.0,1465000.0
13TH AVE W,2636.0,2015.0,1465000.0
13TH AVE W,2643.0,2015.0,1489000.0
13TH AVE W,2655.0,2015.0,1507000.0
13TH AVE W,2665.0,2015.0,1524000.0
13TH AVE W,2668.0,2015.0,1465000.0
13TH AVE W,2676.0,2015.0,2004000.0
13TH AVE W,2679.0,2015.0,1537000.0
13TH AVE W,2691.0,2015.0,1545000.0
13TH AVE W,2704.0,2015.0,1465000.0
13TH AVE W,2712.0,2015.0,1465000.0
13TH AVE W,2718.0,2015.0,1465000.0
13TH AVE W,2724.0,2015.0,1465000.0
13TH AVE W,2727.0,2015.0,1465000.0
13TH AVE W,2729.0,2015.0,1465000.0
13TH AVE W,2730.0,2015.0,1465000.0
13TH AVE W,2736.0,2015.0,1465000.0
13TH AVE W,2737.0,2015.0,1465000.0
13TH AVE W,2742.0,2015.0,1465000.0
13TH AVE W,2743.0,2015.0,1465000.0
13TH AVE W,2748.0,2015.0,1465000.0
13TH AVE W,2751.0,2015.0,1465000.0
13TH AVE W,2756.0,2015.0,1465000.0
13TH AVE W,2759.0,2015.0,1465000.0
13TH AVE W,2764.0,2015.0,1465000.0
13TH AVE W,2765.0,2015.0,1465000.0
13TH AVE W,2776.0,2015.0,1391000.0
13TH AVE W,2779.0,2015.0,1391000.0
13TH AVE W,2791.0,2015.0,1245000.0
13TH AVE W,2803.0,2015.0,1273000.0
13TH AVE W,2808.0,2015.0,1273000.0
13TH AVE W,2811.0,2015.0,1401000.0
13TH AVE W,2812.0,2015.0,1401000.0
