,YEAR,Theft from Vehicle,Other Theft,Mischief,Theft of Vehicle,BNE Residential/Other,BNE Commercial
172223,2006,0,0,0,0,0,1
172224,2006,1,0,0,0,0,0
172225,2006,1,0,0,0,0,0
172226,2006,1,0,0,0,0,0
172227,2006,1,0,0,0,0,0
172228,2006,1,0,0,0,0,0
172229,2006,1,0,0,0,0,0
172230,2006,1,0,0,0,0,0
172231,2006,1,0,0,0,0,0
172232,2006,1,0,0,0,0,0
172233,2006,0,0,0,1,0,0
172234,2006,0,0,0,0,0,1
172235,2006,1,0,0,0,0,0
172236,2006,1,0,0,0,0,0
172237,2006,1,0,0,0,0,0
172238,2006,0,0,0,0,0,1
172239,2006,1,0,0,0,0,0
172240,2006,0,0,0,0,0,1
172241,2006,1,0,0,0,0,0
172242,2006,0,0,0,0,0,1
172243,2006,0,0,0,0,0,1
172244,2006,0,0,0,0,0,1
172245,2006,1,0,0,0,0,0
172246,2006,0,0,0,0,0,1
172247,2006,1,0,0,0,0,0
172248,2006,1,0,0,0,0,0
172249,2006,1,0,0,0,0,0
172250,2006,1,0,0,0,0,0
172251,2006,1,0,0,0,0,0
172252,2006,1,0,0,0,0,0
172253,2006,1,0,0,0,0,0
172254,2006,1,0,0,0,0,0
172255,2006,1,0,0,0,0,0
172256,2006,0,0,0,0,0,1
172257,2006,0,0,0,0,0,1
172258,2006,0,0,0,0,0,1
172259,2006,1,0,0,0,0,0
172260,2006,1,0,0,0,0,0
172261,2006,1,0,0,0,0,0
172262,2006,1,0,0,0,0,0
172263,2006,1,0,0,0,0,0
172264,2006,1,0,0,0,0,0
172265,2006,1,0,0,0,0,0
172266,2006,1,0,0,0,0,0
172267,2006,1,0,0,0,0,0
172268,2006,1,0,0,0,0,0
172269,2006,0,0,0,1,0,0
172270,2006,0,0,0,0,0,1
172271,2006,1,0,0,0,0,0
172272,2006,1,0,0,0,0,0
172273,2006,1,0,0,0,0,0
172274,2006,1,0,0,0,0,0
172275,2006,1,0,0,0,0,0
172276,2006,1,0,0,0,0,0
172277,2006,1,0,0,0,0,0
172278,2006,1,0,0,0,0,0
172279,2006,1,0,0,0,0,0
172280,2006,1,0,0,0,0,0
172281,2006,1,0,0,0,0,0
172282,2006,1,0,0,0,0,0
172283,2006,1,0,0,0,0,0
172284,2006,0,0,0,0,0,1
172285,2006,0,0,0,0,0,1
172286,2006,1,0,0,0,0,0
172287,2006,1,0,0,0,0,0
172288,2006,1,0,0,0,0,0
172289,2006,1,0,0,0,0,0
172290,2006,1,0,0,0,0,0
172291,2006,1,0,0,0,0,0
172292,2006,1,0,0,0,0,0
172293,2006,1,0,0,0,0,0
172294,2006,1,0,0,0,0,0
172295,2006,1,0,0,0,0,0
172296,2006,1,0,0,0,0,0
172297,2006,1,0,0,0,0,0
172298,2006,1,0,0,0,0,0
172299,2006,1,0,0,0,0,0
172300,2006,1,0,0,0,0,0
172301,2006,1,0,0,0,0,0
172302,2006,1,0,0,0,0,0
172303,2006,1,0,0,0,0,0
172304,2006,1,0,0,0,0,0
172305,2006,1,0,0,0,0,0
172306,2006,1,0,0,0,0,0
172307,2006,1,0,0,0,0,0
172308,2006,1,0,0,0,0,0
172309,2006,0,0,0,1,0,0
172310,2006,0,0,0,0,0,1
172311,2006,0,0,0,0,0,1
172312,2006,0,0,0,0,0,1
172313,2006,0,0,0,0,0,1
172314,2006,0,0,0,0,0,1
172315,2006,0,0,0,0,0,1
172316,2006,0,0,0,0,0,1
172317,2006,0,0,0,0,0,1
172318,2006,0,0,0,0,0,1
172319,2006,1,0,0,0,0,0
172320,2006,1,0,0,0,0,0
172321,2006,1,0,0,0,0,0
172322,2006,1,0,0,0,0,0
172323,2006,1,0,0,0,0,0
172324,2006,1,0,0,0,0,0
172325,2006,1,0,0,0,0,0
172326,2006,1,0,0,0,0,0
172327,2006,1,0,0,0,0,0
172328,2006,1,0,0,0,0,0
172329,2006,1,0,0,0,0,0
172330,2006,1,0,0,0,0,0
172331,2006,1,0,0,0,0,0
172332,2006,1,0,0,0,0,0
172333,2006,1,0,0,0,0,0
172334,2006,1,0,0,0,0,0
172335,2006,1,0,0,0,0,0
172336,2006,1,0,0,0,0,0
172337,2006,0,0,0,0,0,1
172338,2006,1,0,0,0,0,0
172339,2006,1,0,0,0,0,0
172340,2006,1,0,0,0,0,0
172341,2006,1,0,0,0,0,0
172342,2006,1,0,0,0,0,0
172343,2006,1,0,0,0,0,0
172344,2006,1,0,0,0,0,0
172345,2006,1,0,0,0,0,0
172346,2006,1,0,0,0,0,0
172347,2006,0,0,0,0,0,1
172348,2006,1,0,0,0,0,0
172349,2006,0,0,0,0,0,1
172350,2006,1,0,0,0,0,0
172351,2006,1,0,0,0,0,0
172352,2006,0,0,0,0,0,1
172353,2006,0,0,0,0,0,1
172354,2006,1,0,0,0,0,0
172355,2006,1,0,0,0,0,0
172356,2006,0,0,0,0,0,1
172357,2006,1,0,0,0,0,0
172358,2006,1,0,0,0,0,0
172359,2006,0,0,0,0,0,1
172360,2006,1,0,0,0,0,0
172361,2006,0,0,0,0,0,1
172362,2006,0,0,0,0,0,1
172363,2006,0,0,0,1,0,0
172364,2006,1,0,0,0,0,0
172365,2006,0,0,0,0,0,1
172366,2006,1,0,0,0,0,0
172367,2006,1,0,0,0,0,0
172368,2006,1,0,0,0,0,0
172369,2006,1,0,0,0,0,0
172370,2006,1,0,0,0,0,0
172371,2006,1,0,0,0,0,0
172372,2006,0,0,0,0,0,1
172373,2006,1,0,0,0,0,0
172374,2006,1,0,0,0,0,0
172375,2006,1,0,0,0,0,0
172376,2006,1,0,0,0,0,0
172377,2006,0,0,0,0,0,1
172378,2006,0,0,0,0,0,1
172379,2006,1,0,0,0,0,0
172380,2006,1,0,0,0,0,0
172381,2006,0,0,0,0,0,1
172382,2006,1,0,0,0,0,0
172383,2006,0,0,0,0,0,1
172384,2006,0,0,0,0,0,1
172385,2006,1,0,0,0,0,0
172386,2006,1,0,0,0,0,0
172387,2006,0,0,0,0,0,1
172388,2006,0,0,0,0,0,1
172389,2006,1,0,0,0,0,0
172390,2006,1,0,0,0,0,0
172391,2006,1,0,0,0,0,0
172392,2006,1,0,0,0,0,0
172393,2006,1,0,0,0,0,0
172394,2006,1,0,0,0,0,0
172395,2006,0,0,0,1,0,0
172396,2006,0,0,0,0,0,1
172397,2006,0,0,0,0,0,1
172398,2006,1,0,0,0,0,0
172399,2006,0,0,0,0,0,1
172400,2006,1,0,0,0,0,0
172401,2006,0,0,0,0,0,1
172402,2006,0,0,0,1,0,0
172403,2006,1,0,0,0,0,0
172404,2006,0,0,0,0,0,1
172405,2006,0,0,0,0,0,1
172406,2006,1,0,0,0,0,0
172407,2006,1,0,0,0,0,0
172408,2006,0,0,0,0,0,1
172409,2006,0,0,0,0,0,1
172410,2006,0,0,0,0,0,1
172411,2006,1,0,0,0,0,0
172412,2006,0,0,0,0,0,1
172413,2006,0,0,0,0,0,1
172414,2006,0,0,0,0,0,1
172415,2006,0,0,0,0,0,1
172416,2006,1,0,0,0,0,0
172417,2006,1,0,0,0,0,0
172418,2006,0,0,0,0,0,1
172419,2006,1,0,0,0,0,0
172420,2006,1,0,0,0,0,0
172421,2006,1,0,0,0,0,0
172422,2006,1,0,0,0,0,0
172423,2006,0,0,0,0,0,1
172424,2006,0,0,0,0,0,1
172425,2006,1,0,0,0,0,0
172426,2006,0,0,0,0,0,1
172427,2006,1,0,0,0,0,0
172428,2006,1,0,0,0,0,0
172429,2006,0,0,0,0,0,1
172430,2006,0,0,0,0,0,1
172431,2006,0,0,0,0,0,1
172432,2006,0,0,0,0,0,1
172433,2006,1,0,0,0,0,0
172434,2006,1,0,0,0,0,0
172435,2006,1,0,0,0,0,0
172436,2006,0,0,0,0,0,1
172437,2006,1,0,0,0,0,0
172438,2006,1,0,0,0,0,0
172439,2006,1,0,0,0,0,0
172440,2006,1,0,0,0,0,0
172441,2006,0,0,0,0,0,1
172442,2006,0,0,0,0,0,1
172443,2006,0,0,0,0,0,1
172444,2006,0,0,0,0,0,1
172445,2006,1,0,0,0,0,0
172446,2006,1,0,0,0,0,0
172447,2006,0,0,0,0,0,1
172448,2006,0,0,0,0,0,1
172449,2006,0,0,0,0,0,1
172450,2006,0,0,0,0,0,1
172451,2006,1,0,0,0,0,0
172452,2006,1,0,0,0,0,0
172453,2006,1,0,0,0,0,0
172454,2006,1,0,0,0,0,0
172455,2006,1,0,0,0,0,0
172456,2006,1,0,0,0,0,0
172457,2006,1,0,0,0,0,0
172458,2006,1,0,0,0,0,0
172459,2006,0,0,0,0,0,1
172460,2006,0,0,0,0,0,1
172461,2006,1,0,0,0,0,0
172462,2006,1,0,0,0,0,0
172463,2006,1,0,0,0,0,0
172464,2006,1,0,0,0,0,0
172465,2006,0,0,0,0,0,1
172466,2006,0,0,0,0,0,1
172467,2006,0,0,0,0,0,1
172468,2006,1,0,0,0,0,0
172469,2006,1,0,0,0,0,0
172470,2006,1,0,0,0,0,0
172471,2006,1,0,0,0,0,0
172472,2006,1,0,0,0,0,0
172473,2006,1,0,0,0,0,0
172474,2006,1,0,0,0,0,0
172475,2006,1,0,0,0,0,0
172476,2006,1,0,0,0,0,0
172477,2006,1,0,0,0,0,0
172478,2006,0,0,0,0,0,1
172479,2006,0,0,0,0,0,1
172480,2006,0,0,0,0,0,1
172481,2006,1,0,0,0,0,0
172482,2006,1,0,0,0,0,0
172483,2006,0,0,0,0,0,1
172484,2006,0,0,0,0,0,1
172485,2006,0,0,0,0,0,1
172486,2006,1,0,0,0,0,0
172487,2006,1,0,0,0,0,0
172488,2006,1,0,0,0,0,0
172489,2006,1,0,0,0,0,0
172490,2006,1,0,0,0,0,0
172491,2006,1,0,0,0,0,0
172492,2006,1,0,0,0,0,0
172493,2006,0,0,0,0,0,1
172494,2006,0,0,0,0,0,1
172495,2006,1,0,0,0,0,0
172496,2006,0,0,0,0,0,1
172497,2006,0,0,0,0,0,1
172498,2006,0,0,0,0,0,1
172499,2006,1,0,0,0,0,0
172500,2006,0,0,0,0,0,1
172501,2006,1,0,0,0,0,0
172502,2006,1,0,0,0,0,0
172503,2006,1,0,0,0,0,0
172504,2006,0,0,0,0,0,1
172505,2006,1,0,0,0,0,0
172506,2006,1,0,0,0,0,0
172507,2006,1,0,0,0,0,0
172508,2006,0,0,0,0,0,1
172509,2006,0,0,0,0,0,1
172510,2006,0,0,0,0,0,1
172511,2006,1,0,0,0,0,0
172512,2006,0,0,0,0,0,1
172513,2006,0,0,0,0,0,1
172514,2006,1,0,0,0,0,0
172515,2006,1,0,0,0,0,0
172516,2006,1,0,0,0,0,0
172517,2006,1,0,0,0,0,0
172518,2006,1,0,0,0,0,0
172519,2006,0,0,0,0,0,1
172520,2006,0,0,0,0,0,1
172521,2006,0,0,0,0,0,1
172522,2006,1,0,0,0,0,0
172523,2006,1,0,0,0,0,0
172524,2006,1,0,0,0,0,0
172525,2006,0,0,0,0,0,1
172526,2006,0,0,0,0,0,1
172527,2006,0,0,0,0,0,1
172528,2006,1,0,0,0,0,0
172529,2006,1,0,0,0,0,0
172530,2006,0,0,0,0,0,1
172531,2006,1,0,0,0,0,0
172532,2006,1,0,0,0,0,0
172533,2006,1,0,0,0,0,0
172534,2006,0,0,0,0,0,1
172535,2006,1,0,0,0,0,0
172536,2006,1,0,0,0,0,0
172537,2006,1,0,0,0,0,0
172538,2006,1,0,0,0,0,0
172539,2006,1,0,0,0,0,0
172540,2006,0,0,0,0,0,1
172541,2006,1,0,0,0,0,0
172542,2006,1,0,0,0,0,0
172543,2006,1,0,0,0,0,0
172544,2006,0,0,0,0,0,1
172545,2006,0,0,0,0,0,1
172546,2006,1,0,0,0,0,0
172547,2006,1,0,0,0,0,0
172548,2006,1,0,0,0,0,0
172549,2006,1,0,0,0,0,0
172550,2006,1,0,0,0,0,0
172551,2006,1,0,0,0,0,0
172552,2006,1,0,0,0,0,0
172553,2006,0,0,0,1,0,0
172554,2006,1,0,0,0,0,0
172555,2006,0,0,0,0,0,1
172556,2006,0,0,0,0,0,1
172557,2006,1,0,0,0,0,0
172558,2006,1,0,0,0,0,0
172559,2006,0,0,0,0,0,1
172560,2006,0,0,0,0,0,1
172561,2006,0,0,0,0,0,1
172562,2006,0,0,0,0,0,1
172563,2006,0,0,0,0,0,1
172564,2006,1,0,0,0,0,0
172565,2006,1,0,0,0,0,0
172566,2006,1,0,0,0,0,0
172567,2006,0,0,0,0,0,1
172568,2006,1,0,0,0,0,0
172569,2006,0,0,0,0,0,1
172570,2006,0,0,0,0,0,1
172571,2006,0,0,0,0,0,1
172572,2006,0,0,0,0,0,1
172573,2006,1,0,0,0,0,0
172574,2006,1,0,0,0,0,0
172575,2006,0,0,0,0,0,1
172576,2006,0,0,0,0,0,1
172577,2006,0,0,0,0,0,1
172578,2006,0,0,0,0,0,1
172579,2006,0,0,0,0,0,1
172580,2006,1,0,0,0,0,0
172581,2006,0,0,0,0,0,1
172582,2006,0,0,0,0,0,1
172583,2006,0,0,0,0,0,1
172584,2006,1,0,0,0,0,0
172585,2006,0,0,0,0,0,1
172586,2006,0,0,0,0,0,1
172587,2006,1,0,0,0,0,0
172588,2006,1,0,0,0,0,0
172589,2006,1,0,0,0,0,0
172590,2006,0,0,0,0,0,1
172591,2006,0,0,0,0,0,1
172592,2006,1,0,0,0,0,0
172593,2006,1,0,0,0,0,0
172594,2006,1,0,0,0,0,0
172595,2006,1,0,0,0,0,0
172596,2006,1,0,0,0,0,0
172597,2006,1,0,0,0,0,0
172598,2006,1,0,0,0,0,0
172599,2006,0,0,0,0,0,1
172600,2006,0,0,0,0,0,1
172601,2006,1,0,0,0,0,0
172602,2006,1,0,0,0,0,0
172603,2006,0,0,0,0,0,1
172604,2006,0,0,0,0,0,1
172605,2006,0,0,0,0,0,1
172606,2006,0,0,0,0,0,1
172607,2006,0,0,0,0,0,1
172608,2006,0,0,0,0,0,1
172609,2006,1,0,0,0,0,0
172610,2006,1,0,0,0,0,0
172611,2006,1,0,0,0,0,0
172612,2006,0,0,0,0,0,1
172613,2006,1,0,0,0,0,0
172614,2006,1,0,0,0,0,0
172615,2006,0,0,0,0,0,1
172616,2006,0,0,0,0,0,1
172617,2006,0,0,0,0,0,1
172618,2006,0,0,0,0,0,1
172619,2006,1,0,0,0,0,0
172620,2006,1,0,0,0,0,0
172621,2006,0,0,0,0,0,1
172622,2006,1,0,0,0,0,0
172623,2006,0,0,0,0,0,1
172624,2006,0,0,0,0,0,1
172625,2006,1,0,0,0,0,0
172626,2006,1,0,0,0,0,0
172627,2006,1,0,0,0,0,0
172628,2006,0,0,0,0,0,1
172629,2006,1,0,0,0,0,0
172630,2006,1,0,0,0,0,0
172631,2006,0,0,0,0,0,1
172632,2006,0,0,0,0,0,1
172633,2006,1,0,0,0,0,0
172634,2006,0,0,0,0,0,1
172635,2006,1,0,0,0,0,0
172636,2006,1,0,0,0,0,0
172637,2006,1,0,0,0,0,0
172638,2006,1,0,0,0,0,0
172639,2006,1,0,0,0,0,0
172640,2006,0,0,0,0,0,1
172641,2006,1,0,0,0,0,0
172642,2006,0,0,0,0,0,1
172643,2006,1,0,0,0,0,0
172644,2006,1,0,0,0,0,0
172645,2006,1,0,0,0,0,0
172646,2006,1,0,0,0,0,0
172647,2006,1,0,0,0,0,0
172648,2006,1,0,0,0,0,0
172649,2006,0,0,0,0,0,1
172650,2006,0,0,0,0,0,1
172651,2006,0,0,0,0,0,1
172652,2006,1,0,0,0,0,0
172653,2006,1,0,0,0,0,0
172654,2006,1,0,0,0,0,0
172655,2006,1,0,0,0,0,0
172656,2006,1,0,0,0,0,0
172657,2006,0,0,0,0,0,1
172658,2006,0,0,0,0,0,1
172659,2006,1,0,0,0,0,0
172660,2006,1,0,0,0,0,0
172661,2006,0,0,0,0,0,1
172662,2006,0,0,0,0,0,1
172663,2006,0,0,0,0,0,1
172664,2006,0,0,0,1,0,0
172665,2006,0,0,0,0,0,1
172666,2006,0,0,0,0,0,1
172667,2006,0,0,0,0,0,1
172668,2006,0,0,0,0,0,1
172669,2006,0,0,0,0,0,1
172670,2006,1,0,0,0,0,0
172671,2006,0,0,0,0,0,1
172672,2006,1,0,0,0,0,0
172673,2006,1,0,0,0,0,0
172674,2006,1,0,0,0,0,0
172675,2006,0,0,0,0,0,1
172676,2006,0,0,0,0,0,1
172677,2006,0,0,0,0,0,1
172678,2006,1,0,0,0,0,0
172679,2006,0,0,0,1,0,0
172680,2006,0,0,0,1,0,0
172681,2006,0,0,0,0,0,1
172682,2006,0,0,0,0,0,1
172683,2006,1,0,0,0,0,0
172684,2006,1,0,0,0,0,0
172685,2006,1,0,0,0,0,0
172686,2006,1,0,0,0,0,0
172687,2006,1,0,0,0,0,0
172688,2006,1,0,0,0,0,0
172689,2006,0,0,0,0,0,1
172690,2006,0,0,0,0,0,1
172691,2006,1,0,0,0,0,0
172692,2006,1,0,0,0,0,0
172693,2006,0,0,0,0,0,1
172694,2006,1,0,0,0,0,0
172695,2006,0,0,0,0,0,1
172696,2006,0,0,0,0,0,1
172697,2006,1,0,0,0,0,0
172698,2006,1,0,0,0,0,0
172699,2006,1,0,0,0,0,0
172700,2006,1,0,0,0,0,0
172701,2006,1,0,0,0,0,0
172702,2006,1,0,0,0,0,0
172703,2006,1,0,0,0,0,0
172704,2006,1,0,0,0,0,0
172705,2006,1,0,0,0,0,0
172706,2006,1,0,0,0,0,0
172707,2006,1,0,0,0,0,0
172708,2006,1,0,0,0,0,0
172709,2006,1,0,0,0,0,0
172710,2006,1,0,0,0,0,0
172711,2006,1,0,0,0,0,0
172712,2006,1,0,0,0,0,0
172713,2006,1,0,0,0,0,0
172714,2006,1,0,0,0,0,0
172715,2006,0,0,0,0,0,1
172716,2006,0,0,0,0,0,1
172717,2006,0,0,0,0,0,1
172718,2006,0,0,0,0,0,1
172719,2006,0,0,0,0,0,1
172720,2006,0,0,0,0,0,1
172721,2006,0,0,0,0,0,1
172722,2006,0,0,0,0,0,1
172723,2006,0,0,0,0,0,1
172724,2006,0,0,0,0,0,1
172725,2006,0,0,0,0,0,1
172726,2006,0,0,0,0,0,1
172727,2006,1,0,0,0,0,0
172728,2006,1,0,0,0,0,0
172729,2006,1,0,0,0,0,0
172730,2006,1,0,0,0,0,0
172731,2006,1,0,0,0,0,0
172732,2006,0,0,0,0,0,1
172733,2006,0,0,0,0,0,1
172734,2006,0,0,0,0,0,1
172735,2006,1,0,0,0,0,0
172736,2006,1,0,0,0,0,0
172737,2006,1,0,0,0,0,0
172738,2006,1,0,0,0,0,0
172739,2006,1,0,0,0,0,0
172740,2006,1,0,0,0,0,0
172741,2006,0,0,0,0,0,1
172742,2006,0,0,0,0,0,1
172743,2006,1,0,0,0,0,0
172744,2006,1,0,0,0,0,0
172745,2006,1,0,0,0,0,0
172746,2006,1,0,0,0,0,0
172747,2006,1,0,0,0,0,0
172748,2006,0,0,0,0,0,1
172749,2006,0,0,0,0,0,1
172750,2006,1,0,0,0,0,0
172751,2006,1,0,0,0,0,0
172752,2006,0,0,0,0,0,1
172753,2006,0,0,0,0,0,1
172754,2006,0,0,0,0,0,1
172755,2006,1,0,0,0,0,0
172756,2006,1,0,0,0,0,0
172757,2006,0,0,0,0,0,1
172758,2006,0,0,0,0,0,1
172759,2006,0,0,0,0,0,1
172760,2006,0,0,0,0,0,1
172761,2006,1,0,0,0,0,0
172762,2006,0,0,0,0,0,1
172763,2006,1,0,0,0,0,0
172764,2006,0,0,0,0,0,1
172765,2006,0,0,0,0,0,1
172766,2006,1,0,0,0,0,0
172767,2006,1,0,0,0,0,0
172768,2006,1,0,0,0,0,0
172769,2006,0,0,0,0,0,1
172770,2006,1,0,0,0,0,0
172771,2006,0,0,0,0,0,1
172772,2006,1,0,0,0,0,0
172773,2006,1,0,0,0,0,0
172774,2006,1,0,0,0,0,0
172775,2006,1,0,0,0,0,0
172776,2006,1,0,0,0,0,0
172777,2006,1,0,0,0,0,0
172778,2006,1,0,0,0,0,0
172779,2006,0,0,0,0,0,1
172780,2006,0,0,0,0,0,1
172781,2006,0,0,0,0,0,1
172782,2006,1,0,0,0,0,0
172783,2006,1,0,0,0,0,0
172784,2006,0,0,0,0,0,1
172785,2006,0,0,0,0,0,1
172786,2006,0,0,0,0,0,1
172787,2006,0,0,0,0,0,1
172788,2006,1,0,0,0,0,0
172789,2006,0,0,0,0,0,1
172790,2006,1,0,0,0,0,0
172791,2006,1,0,0,0,0,0
172792,2006,1,0,0,0,0,0
172793,2006,1,0,0,0,0,0
172794,2006,1,0,0,0,0,0
172795,2006,1,0,0,0,0,0
172796,2006,1,0,0,0,0,0
172797,2006,1,0,0,0,0,0
172798,2006,1,0,0,0,0,0
172799,2006,1,0,0,0,0,0
172800,2006,1,0,0,0,0,0
172801,2006,1,0,0,0,0,0
172802,2006,0,0,0,0,0,1
172803,2006,0,0,0,0,0,1
172804,2006,0,0,0,0,0,1
172805,2006,0,0,0,0,0,1
172806,2006,0,0,0,0,0,1
172807,2006,1,0,0,0,0,0
172808,2006,1,0,0,0,0,0
172809,2006,1,0,0,0,0,0
172810,2006,1,0,0,0,0,0
172811,2006,1,0,0,0,0,0
172812,2006,1,0,0,0,0,0
172813,2006,0,0,0,0,0,1
172814,2006,0,0,0,0,0,1
172815,2006,0,0,0,0,0,1
172816,2006,0,0,0,0,0,1
172817,2006,1,0,0,0,0,0
172818,2006,1,0,0,0,0,0
172819,2006,1,0,0,0,0,0
172820,2006,1,0,0,0,0,0
172821,2006,1,0,0,0,0,0
172822,2006,1,0,0,0,0,0
172823,2006,1,0,0,0,0,0
172824,2006,1,0,0,0,0,0
172825,2006,1,0,0,0,0,0
172826,2006,1,0,0,0,0,0
172827,2006,1,0,0,0,0,0
172828,2006,1,0,0,0,0,0
172829,2006,1,0,0,0,0,0
172830,2006,1,0,0,0,0,0
172831,2006,1,0,0,0,0,0
172832,2006,1,0,0,0,0,0
172833,2006,1,0,0,0,0,0
172834,2006,0,0,0,0,0,1
172835,2006,0,0,0,0,0,1
172836,2006,0,0,0,0,0,1
172837,2006,0,0,0,0,0,1
172838,2006,0,0,0,0,0,1
172839,2006,1,0,0,0,0,0
172840,2006,0,0,0,0,0,1
172841,2006,1,0,0,0,0,0
172842,2006,0,0,0,0,0,1
172843,2006,1,0,0,0,0,0
172844,2006,0,0,0,0,0,1
172845,2006,0,0,0,0,0,1
172846,2006,0,0,0,0,0,1
172847,2006,0,0,0,0,0,1
172848,2006,1,0,0,0,0,0
172849,2006,1,0,0,0,0,0
172850,2006,1,0,0,0,0,0
172851,2006,0,0,0,0,0,1
172852,2006,1,0,0,0,0,0
172853,2006,1,0,0,0,0,0
172854,2006,1,0,0,0,0,0
172855,2006,0,0,0,0,0,1
172856,2006,1,0,0,0,0,0
172857,2006,1,0,0,0,0,0
172858,2006,0,0,0,0,0,1
172859,2006,0,0,0,0,0,1
172860,2006,0,0,0,0,0,1
172861,2006,1,0,0,0,0,0
172862,2006,0,0,0,0,0,1
172863,2006,1,0,0,0,0,0
172864,2006,1,0,0,0,0,0
172865,2006,1,0,0,0,0,0
172866,2006,1,0,0,0,0,0
172867,2006,0,0,0,0,0,1
172868,2006,0,0,0,0,0,1
172869,2006,1,0,0,0,0,0
172870,2006,1,0,0,0,0,0
172871,2006,1,0,0,0,0,0
172872,2006,0,0,0,0,0,1
172873,2006,0,0,0,0,0,1
172874,2006,0,0,0,1,0,0
172875,2006,0,0,0,0,0,1
172876,2006,0,0,0,0,0,1
172877,2006,1,0,0,0,0,0
172878,2006,0,0,0,0,0,1
172879,2006,1,0,0,0,0,0
172880,2006,0,0,0,1,0,0
172881,2006,0,0,0,0,0,1
172882,2006,1,0,0,0,0,0
172883,2006,1,0,0,0,0,0
172884,2006,1,0,0,0,0,0
172885,2006,0,0,0,0,0,1
172886,2006,0,0,0,0,0,1
172887,2006,0,0,0,0,0,1
172888,2006,1,0,0,0,0,0
172889,2006,1,0,0,0,0,0
172890,2006,0,0,0,0,0,1
172891,2006,1,0,0,0,0,0
172892,2006,0,0,0,0,0,1
172893,2006,0,0,0,0,0,1
172894,2006,0,0,0,0,0,1
172895,2006,1,0,0,0,0,0
172896,2006,0,0,0,0,0,1
172897,2006,1,0,0,0,0,0
172898,2006,1,0,0,0,0,0
172899,2006,1,0,0,0,0,0
172900,2006,1,0,0,0,0,0
172901,2006,1,0,0,0,0,0
172902,2006,1,0,0,0,0,0
172903,2006,0,0,0,0,0,1
172904,2006,1,0,0,0,0,0
172905,2006,1,0,0,0,0,0
172906,2006,1,0,0,0,0,0
172907,2006,1,0,0,0,0,0
172908,2006,1,0,0,0,0,0
172909,2006,1,0,0,0,0,0
172910,2006,0,0,0,0,0,1
172911,2006,1,0,0,0,0,0
172912,2006,1,0,0,0,0,0
172913,2006,1,0,0,0,0,0
172914,2006,1,0,0,0,0,0
172915,2006,0,0,0,0,0,1
172916,2006,1,0,0,0,0,0
172917,2006,0,0,0,0,0,1
172918,2006,1,0,0,0,0,0
172919,2006,0,0,0,0,0,1
172920,2006,0,0,0,0,0,1
172921,2006,0,0,0,0,0,1
172922,2006,0,0,0,0,0,1
172923,2006,1,0,0,0,0,0
172924,2006,0,0,0,0,0,1
172925,2006,0,0,0,0,0,1
172926,2006,0,0,0,0,0,1
172927,2006,1,0,0,0,0,0
172928,2006,1,0,0,0,0,0
172929,2006,1,0,0,0,0,0
172930,2006,1,0,0,0,0,0
172931,2006,0,0,0,0,0,1
172932,2006,0,0,0,0,0,1
172933,2006,1,0,0,0,0,0
172934,2006,0,0,0,0,0,1
172935,2006,1,0,0,0,0,0
172936,2006,0,0,0,0,0,1
172937,2006,1,0,0,0,0,0
172938,2006,1,0,0,0,0,0
172939,2006,1,0,0,0,0,0
172940,2006,0,0,0,0,0,1
172941,2006,0,0,0,1,0,0
172942,2006,0,0,0,0,0,1
172943,2006,0,0,0,0,0,1
172944,2006,0,0,0,0,0,1
172945,2006,1,0,0,0,0,0
172946,2006,0,0,0,0,0,1
172947,2006,0,0,0,0,0,1
172948,2006,0,0,0,0,0,1
172949,2006,0,0,0,0,0,1
172950,2006,0,0,0,1,0,0
172951,2006,0,0,0,0,0,1
172952,2006,1,0,0,0,0,0
172953,2006,0,0,0,0,0,1
172954,2006,0,0,0,0,0,1
172955,2006,0,0,0,0,0,1
172956,2006,0,0,0,0,0,1
172957,2006,0,0,0,0,0,1
172958,2006,0,0,0,0,0,1
172959,2006,1,0,0,0,0,0
172960,2006,0,0,0,0,0,1
172961,2006,0,0,0,0,0,1
172962,2006,1,0,0,0,0,0
172963,2006,1,0,0,0,0,0
172964,2006,1,0,0,0,0,0
172965,2006,1,0,0,0,0,0
172966,2006,0,0,0,0,0,1
172967,2006,0,0,0,0,0,1
172968,2006,0,0,0,0,0,1
172969,2006,1,0,0,0,0,0
172970,2006,0,0,0,0,0,1
172971,2006,0,0,0,0,0,1
172972,2006,0,0,0,0,0,1
172973,2006,0,0,0,0,0,1
172974,2006,0,0,0,0,0,1
172975,2006,0,0,0,0,0,1
172976,2006,0,0,0,0,0,1
172977,2006,0,0,0,0,0,1
172978,2006,0,0,0,0,0,1
172979,2006,0,0,0,0,0,1
172980,2006,0,0,0,0,0,1
172981,2006,0,0,0,0,0,1
172982,2006,0,0,0,0,0,1
172983,2006,0,0,0,0,0,1
172984,2006,1,0,0,0,0,0
172985,2006,1,0,0,0,0,0
172986,2006,1,0,0,0,0,0
172987,2006,0,0,0,0,0,1
172988,2006,0,0,0,0,0,1
172989,2006,1,0,0,0,0,0
172990,2006,0,0,0,0,0,1
172991,2006,0,0,0,0,0,1
172992,2006,1,0,0,0,0,0
172993,2006,1,0,0,0,0,0
172994,2006,0,0,0,0,0,1
172995,2006,0,0,0,0,0,1
172996,2006,1,0,0,0,0,0
